timestamp;id;speed_bump_id;x;y;z;lat;lng
2020-05-17 20:14:32.800;b78d7d2f-3fd1-4d81-81ee-d00afc039814;0;0.84332275390625;8.838653564453125;3.714385986328125;-22.919592;-42.4739607
2020-05-17 20:14:32.900;1c59acca-2bb8-4686-9e93-95aa791f6f70;0;-2.2404022216796875;10.248825073242188;3.1086578369140625;-22.919592;-42.4739607
2020-05-17 20:14:33.000;de01a2a1-dd19-4081-921f-890907e5ca4d;0;-1.99859619140625;10.84259033203125;2.2156219482421875;-22.919592;-42.4739607
2020-05-17 20:14:33.100;8864e0ac-54c0-4b94-b018-cd764c6dcef0;0;-2.32659912109375;9.702957153320312;2.49334716796875;-22.919592;-42.4739607
2020-05-17 20:14:33.200;8864e0ac-54c0-4b94-b018-cd764c6dcef0;0;-2.32659912109375;9.702957153320312;2.49334716796875;-22.919592;-42.4739607
2020-05-17 20:14:33.300;f609cd0d-603f-4732-affc-517fab1da2d4;0;-0.2316741943359375;8.345443725585938;2.6010894775390625;-22.919592;-42.4739607
2020-05-17 20:14:33.400;b7ad14ef-2f9b-4086-952c-bc72747d81d4;0;-0.2388458251953125;9.590423583984377;3.1732940673828125;-22.919592;-42.4739607
2020-05-17 20:14:33.500;6a6758d1-c0b7-4a9d-8d61-ad886cd4d4bf;0;0.017333984375;8.213760375976562;3.1732940673828125;-22.919592;-42.4739607
2020-05-17 20:14:33.600;8355917c-1c52-4493-9b2f-5f1953eec118;0;0.87445068359375;9.379730224609377;3.44384765625;-22.919592;-42.4739607
2020-05-17 20:14:33.700;cc883132-4cac-4753-80a1-9bac47f1d434;0;-0.2603912353515625;9.386917114257812;2.984161376953125;-22.919592;-42.4739607
2020-05-17 20:14:33.800;cc883132-4cac-4753-80a1-9bac47f1d434;0;-0.2603912353515625;9.386917114257812;2.984161376953125;-22.919592;-42.4739607
2020-05-17 20:14:33.900;56c4192c-c294-4db4-87f4-cd548d91fe7c;0;-1.919586181640625;10.22967529296875;3.017684936523437;-22.919592;-42.4739607
2020-05-17 20:14:34.000;c771c8fc-820c-472c-b7be-4e6df7ead78a;0;0.0053558349609375;9.049331665039062;3.1565399169921875;-22.919592;-42.4739607
2020-05-17 20:14:34.100;c771c8fc-820c-472c-b7be-4e6df7ead78a;0;0.0053558349609375;9.049331665039062;3.1565399169921875;-22.919592;-42.4739607
