timestamp;speed_bump_id;y;z;lat;lng
2020-06-06 07:39:48.300;0;9.758026123046877;0.07281494140625;-22.9266792;-42.4857703
2020-06-06 07:39:48.400;0;9.758026123046877;0.07281494140625;-22.9266792;-42.4857703
2020-06-06 07:39:48.500;0;10.428390502929688;-0.6741790771484375;-22.9266792;-42.4857703
2020-06-06 07:39:48.600;0;10.327835083007812;-0.7148895263671875;-22.9266792;-42.4857703
2020-06-06 07:39:48.700;0;9.937591552734377;0.51812744140625;-22.9266792;-42.4857703
2020-06-06 07:39:48.800;0;9.683792114257812;1.2268218994140625;-22.9266792;-42.4857703
2020-06-06 07:39:48.900;0;9.683792114257812;1.2268218994140625;-22.9266792;-42.4857703
2020-06-06 07:39:49.000;0;9.777175903320312;0.099151611328125;-22.9266792;-42.4857703
2020-06-06 07:39:49.100;0;9.674224853515623;0.0129547119140625;-22.9266792;-42.4857703
2020-06-06 07:39:49.200;0;9.947158813476562;0.089569091796875;-22.9266792;-42.4857703
2020-06-06 07:39:49.300;0;9.947158813476562;0.089569091796875;-22.9266792;-42.4857703
2020-06-06 07:39:49.400;0;9.451568603515623;0.3625030517578125;-22.9266792;-42.4857703
2020-06-06 07:39:49.500;0;9.837020874023438;0.5396728515625;-22.9266792;-42.4857703
2020-06-06 07:39:49.600;0;9.837020874023438;0.5396728515625;-22.9266792;-42.4857703
2020-06-06 07:39:49.700;0;9.951950073242188;0.5037689208984375;-22.9266792;-42.4857703
2020-06-06 07:39:49.800;0;10.30389404296875;0.5085601806640625;-22.9266792;-42.4857703
2020-06-06 07:39:49.900;0;10.30389404296875;0.5085601806640625;-22.9266792;-42.4857703
2020-06-06 07:39:50.000;0;10.19854736328125;0.0608367919921875;-22.9260315;-42.4848461
2020-06-06 07:39:50.100;0;9.74365234375;0.66656494140625;-22.9260315;-42.4848461
2020-06-06 07:39:50.200;0;8.769210815429688;2.203643798828125;-22.9260315;-42.4848461
2020-06-06 07:39:50.300;0;9.623947143554688;0.999359130859375;-22.9260315;-42.4848461
