timestamp;speed_bump_id;y;z;lat;lng;region_id;z-norm;z-diff_5;z-mean_5;z-std_5;z-diff_10;z-mean_10;z-std_10;z-diff_20;z-mean_20;z-std_20;z-diff_30;z-mean_30;z-std_30;z-diff_40;z-mean_40;z-std_40;z-diff_50;z-mean_50;z-std_50
2020-06-06 07:39:53.300;0;10.392486572265623;0.238006591796875;-22.9260315;-42.4848461;0;-0.8435527471993866;-0.47371489541395395;-1.027769107455381;0.19990119548648028;-0.03828692231184616;-0.66985576077969;0.4587792837246961;0.028711379814100546;-0.7897185288559697;0.4928989432254348;-0.7607981981966863;-0.7317415160911558;0.46143708676597933;0.14832942264023907;-0.6469495536048477;0.5081219306401612;0.16507137433215735;-0.6949299592125608;0.5424935249319714
2020-06-06 07:39:53.400;0;9.75323486328125;0.544464111328125;-22.9260315;-42.4848461;0;-0.537318359421163;0.7560104269478134;-0.8765670220658184;0.2321376702947868;0.2679474654663774;-0.6430610142330522;0.457815655943974;0.49045684710587234;-0.7651956865006762;0.49263232068175505;0.45695769604289893;-0.7165095928897258;0.46001188145084704;0.18182857370321226;-0.6424038392622675;0.5082727905739449;0.4713057621103809;-0.6855038439703531;0.5410242895364101
2020-06-06 07:39:53.500;0;9.928009033203123;0.633056640625;-22.9260315;-42.4848461;0;-0.44879033435442495;0.6411801553705477;-0.7483309909917087;0.2601831317032983;-0.34689994803536983;-0.6777510090365892;0.424159045720101;0.9163092777102345;-0.7193802226151644;0.47624031729703126;-0.2583871706477683;-0.7251224985779848;0.45217395048555126;0.09331579631561082;-0.6400709443543773;0.5089586356388489;1.3062839193063231;-0.6593781655842267;0.5194302546401914
2020-06-06 07:39:53.600;0;10.277557373046877;0.8054351806640625;-22.9260315;-42.4848461;0;-0.2765373031489583;0.5359101786118914;-0.6411489552693306;0.3285648580126497;-0.36365714740642474;-0.7141167237772317;0.362386906202475;1.088562308915701;-0.6649521071693794;0.46050315062383507;-0.08613413944230161;-0.727993636559395;0.44892337764567336;0.26556882752107747;-0.6334317236663504;0.5119924191239923;1.5192177584480726;-0.6289938104152651;0.4954823645732106
2020-06-06 07:39:53.700;0;10.277557373046877;0.8054351806640625;-22.9260315;-42.4848461;0;-0.2765373031489583;0.8230087290737601;-0.4765472094545785;0.23407507703710467;0.0933005486364743;-0.7047866689135842;0.373273170227152;0.33015799634345133;-0.6484442073522068;0.46854881631699735;0.7416623608803313;-0.703271557863384;0.4527955928509547;0.3014466165293508;-0.6258955582531166;0.5150389746078968;0.28709855046186883;-0.6232518394060278;0.4979128134890625
2020-06-06 07:39:53.800;0;9.8489990234375;-0.1235198974609375;-22.9260315;-42.4848461;0;-1.2048160089813749;-0.3612632617819883;-0.5487998618109762;0.3836485102036365;-0.8349781571959423;-0.7882844846331785;0.3832776068242769;0.09569443426091073;-0.6436594856391613;0.4619821827614665;-0.7679798550699954;-0.7288708863657172;0.45888135577380096;-0.6316198605519386;-0.6416860547669151;0.5230026410314881;-1.3493586128670423;-0.6502390116633687;0.4919813030472409
2020-06-06 07:39:53.900;0;9.8489990234375;-0.1235198974609375;-22.9260315;-42.4848461;0;-1.2048160089813749;-0.6674976495602118;-0.6822993917230186;0.4821461022198989;0.08851277738760155;-0.7794332068944184;0.3711484919843705;0.43303408747767147;-0.6220077812652777;0.42129055816578626;-1.0885775565948377;-0.7651568049188785;0.45175123172735276;-0.6316198605519386;-0.6574765512807136;0.5303648871022406;-1.3493586128670423;-0.6772261839207095;0.48444575908069243
2020-06-06 07:39:54.000;0;9.269607543945312;0.290679931640625;-22.9260315;-42.4848461;0;-0.7909177588200584;-0.3421274244656335;-0.7507248766161453;0.46468287315833084;0.29905273090491424;-0.7495279338039269;0.3550455471938199;-0.11723940488083862;-0.6278697515093196;0.4228600883536961;-0.21532772476618578;-0.7723343957444179;0.4503438769420303;0.22967579083366774;-0.6517346565098718;0.5275687694268453;0.19138886852182146;-0.6733984065502732;0.48273912514489564
2020-06-06 07:39:54.100;0;10.141098022460938;0.7671356201171875;-22.9260315;-42.4848461;0;-0.31480897778166794;-0.03827167463270964;-0.7583792115426873;0.4551363977526019;0.49763850397918175;-0.6997640834060088;0.3792936942360609;-0.2822955315338594;-0.6419845280860126;0.4063299030152675;0.8828253743263977;-0.7429068832668713;0.4504384346143425;0.10049745318892017;-0.6492222201801489;0.5289610418064601;0.7536317890025136;-0.6583257707702229;0.48191761466540334
2020-06-06 07:39:54.200;0;9.286361694335938;0.2284393310546875;-22.9260315;-42.4848461;0;-0.8531130420179958;-0.5765757388690375;-0.8736943593164946;0.36705296608881854;0.24643299020472265;-0.6751207843855365;0.35783154525662814;-0.5717879676201647;-0.6705739264670209;0.39967939424311;-0.2870833027827323;-0.7524763266929624;0.4495998743663965;-1.9737663211873986;-0.6985663782098338;0.4450269341596972;0.13876912782162987;-0.6555503882137903;0.4803545002832909
2020-06-06 07:39:54.300;0;10.648666381835938;0.618682861328125;-22.9260315;-42.4848461;0;-0.4631536481010435;0.7416623608803314;-0.7253618871404284;0.34921377293771527;0.3803990990983431;-0.6370808744757022;0.35815594467192574;0.3421121767864969;-0.6534683176276961;0.4009303636064408;0.4091104789124436;-0.7388393107292143;0.4520390894368582;-0.38039909909834313;-0.7080763556872924;0.4354922729043526;0.5287285217385822;-0.6449758177790186;0.47861595128629353
2020-06-06 07:39:54.400;0;10.648666381835938;0.618682861328125;-22.9260315;-42.4848461;0;-0.4631536481010435;0.7416623608803314;-0.577029414964362;0.23273661669262577;0.07416471132011954;-0.6296644033436902;0.3612061902014187;0.3421121767864969;-0.6363627087883712;0.4014108753359646;0.5646215584259919;-0.7200185921150146;0.4513478993893356;0.5311224073630185;-0.6947982955032169;0.4346384250263352;0.2559932850233318;-0.639855952078552;0.4791752163077164
2020-06-06 07:39:54.500;0;8.829071044921875;2.732772827148437;-22.9256924;-42.4846209;0;1.6493970485871212;2.4403148074071797;-0.08896645348292606;0.9920766897161988;2.0981873829415463;-0.4198456650495356;0.8093478753504882;1.7512874349061762;-0.5487983370430624;0.642657711419426;3.0144966606517807;-0.6195353700932885;0.6103370318529335;1.839800212293778;-0.6488032901958725;0.5666755866932494;2.191503179257157;-0.5960258884934088;0.5782786923986318
2020-06-06 07:39:54.600;0;9.750839233398438;0.79107666015625;-22.9256924;-42.4846209;0;-0.29088536921644026;0.023923608565227683;-0.08418173176988053;0.9907719929495657;-0.014348066067481957;-0.4212804716562837;0.8090782639398909;-0.3780052134739067;-0.5676985977167577;0.6283710149218383;1.0742142428482193;-0.5837282286650145;0.596440814878429;-0.10048220550978357;-0.6513153453336171;0.5648110586500837;0.2512207614535955;-0.5910014732643368;0.5798459897007924
2020-06-06 07:39:54.700;0;10.078842163085938;0.2021026611328125;-22.9256924;-42.4846209;0;-0.8794305362076599;-0.026317494189664115;-0.08944523060781337;0.9959346548635567;-0.6028932330587016;-0.4815697949621538;0.8194897875027678;-0.5095926844222273;-0.5931782319378691;0.6302545937943226;-0.27273523671525024;-0.5928194032221896;0.5988765519166377;0.13876912782162976;-0.6478461171380764;0.5629227929525734;-0.3014466165293508;-0.5970304055949238;0.5812732625712166
2020-06-06 07:39:54.800;0;9.30072021484375;1.4566650390625;-22.9256924;-42.4846209;0;0.3742183947193352;0.8373720428203787;0.07802917795626237;0.9877538832573062;1.57903440370071;-0.32366635459208276;0.8167704002887171;0.7440562465047678;-0.5559754196126308;0.6651272347588467;1.6747288379616208;-0.5369951086234689;0.6086102185939076;0.8110545486307146;-0.6275697534223086;0.5848963569594176;0.9474145431487715;-0.5780821147319485;0.5972873365405755
2020-06-06 07:39:54.900;0;9.829849243164062;0.513336181640625;-22.9256924;-42.4846209;0;-0.5684236248596999;-0.1052699767586564;0.056975182604531084;1.0031745806447947;0.636392384121675;-0.2600271161799153;0.7635448660580026;0.7249051615092765;-0.519730161537167;0.6421870987258622;1.0694264715993465;-0.5013475595701574;0.5721336099656024;-0.4521851724731627;-0.6388743827341377;0.5791012702353898;0.004772523569736342;-0.5779866642605538;0.5972885146245093
2020-06-06 07:39:55.000;0;9.540145874023438;1.1286468505859375;-22.9256924;-42.4846209;0;0.04643903632118378;-1.6029580122659375;-0.2636164198486564;0.49392451101078116;0.8373567951412422;-0.17629143666579108;0.7445331759118775;1.1364095260461564;-0.46290968523485915;0.6393451964313206;0.7201173902604036;-0.47734364656147726;0.5797102658812266;0.6220290703750564;-0.6233236559747611;0.5891094873594807;1.06703258597491;-0.5566460125410555;0.6002067729621827
2020-06-06 07:39:55.100;0;9.054122924804688;0.9754180908203124;-22.9256924;-42.4846209;0;-0.10667815756792814;0.18420721164851211;-0.22677497751895395;0.49823319176675823;0.2081308202137398;-0.1554783546444171;0.7431385324642839;0.7057693241929215;-0.42762121902521305;0.6385139835649382;-0.07416471132011959;-0.47981580360548126;0.5779032083817774;1.0909561945401376;-0.5960497511112577;0.5870894025233084;0.30862827340265997;-0.5504734470730024;0.6032691467929417
2020-06-06 07:39:55.200;0;9.571273803710938;1.3273773193359375;-22.9256924;-42.4846209;0;0.2450248093954511;1.124455345603111;-0.0018839083983317462;0.36629941622479195;1.0981378514134468;-0.045664569503072405;0.7089438043241937;1.3445708416181694;-0.36039267694430455;0.6348177618524803;0.5263498837932822;-0.46227080747903854;0.5919561950091754;0.8110545486307146;-0.5757733873954899;0.6019699428958012;-0.8756284697739517;-0.5679860164684813;0.5652806409152282
