timestamp;speed_bump_id;y;z;lat;lng
2020-05-17 20:14:32.800;0;8.838653564453125;3.714385986328125;-22.919592;-42.4739607
2020-05-17 20:14:32.900;0;10.248825073242188;3.1086578369140625;-22.919592;-42.4739607
2020-05-17 20:14:33.000;0;10.84259033203125;2.2156219482421875;-22.919592;-42.4739607
2020-05-17 20:14:33.100;0;9.702957153320312;2.49334716796875;-22.919592;-42.4739607
2020-05-17 20:14:33.200;0;9.702957153320312;2.49334716796875;-22.919592;-42.4739607
2020-05-17 20:14:33.300;0;8.345443725585938;2.6010894775390625;-22.919592;-42.4739607
2020-05-17 20:14:33.400;0;9.590423583984377;3.1732940673828125;-22.919592;-42.4739607
2020-05-17 20:14:33.500;0;8.213760375976562;3.1732940673828125;-22.919592;-42.4739607
2020-05-17 20:14:33.600;0;9.379730224609377;3.44384765625;-22.919592;-42.4739607
2020-05-17 20:14:33.700;0;9.386917114257812;2.984161376953125;-22.919592;-42.4739607
2020-05-17 20:14:33.800;0;9.386917114257812;2.984161376953125;-22.919592;-42.4739607
2020-05-17 20:14:33.900;0;10.22967529296875;3.017684936523437;-22.919592;-42.4739607
2020-05-17 20:14:34.000;0;9.049331665039062;3.1565399169921875;-22.919592;-42.4739607
2020-05-17 20:14:34.100;0;9.049331665039062;3.1565399169921875;-22.919592;-42.4739607
2020-05-17 20:14:34.200;0;8.766815185546875;1.6338348388671875;-22.9186605;-42.4744431
2020-05-17 20:14:34.300;0;9.370162963867188;2.3808135986328125;-22.9186605;-42.4744431
2020-05-17 20:14:34.400;0;8.580078125;3.132598876953125;-22.9186605;-42.4744431
2020-05-17 20:14:34.500;0;8.850616455078125;3.537216186523437;-22.9186605;-42.4744431
2020-05-17 20:14:34.600;0;9.535354614257812;2.89556884765625;-22.9186605;-42.4744431
2020-05-17 20:14:34.700;0;9.535354614257812;2.89556884765625;-22.9186605;-42.4744431
2020-05-17 20:14:34.800;0;8.730911254882812;3.79339599609375;-22.9186605;-42.4744431
2020-05-17 20:14:34.900;0;9.640701293945312;2.150970458984375;-22.9186605;-42.4744431
2020-05-17 20:14:35.000;0;8.874557495117188;4.049575805664063;-22.9186605;-42.4744431
2020-05-17 20:14:35.100;0;9.157073974609377;3.66650390625;-22.9186605;-42.4744431
2020-05-17 20:14:35.200;0;9.154678344726562;3.1828765869140625;-22.9186605;-42.4744431
2020-05-17 20:14:35.300;0;9.72210693359375;2.5077056884765625;-22.9186605;-42.4744431
2020-05-17 20:14:35.400;0;9.72210693359375;2.5077056884765625;-22.9186605;-42.4744431
2020-05-17 20:14:35.500;0;9.051727294921877;2.3951873779296875;-22.9186605;-42.4744431
2020-05-17 20:14:35.600;0;8.75006103515625;2.5603790283203125;-22.9186605;-42.4744431
2020-05-17 20:14:35.700;0;9.439590454101562;2.9937286376953125;-22.9186605;-42.4744431
2020-05-17 20:14:35.800;0;9.439590454101562;2.9937286376953125;-22.9186605;-42.4744431
2020-05-17 20:14:35.900;0;9.951950073242188;4.099853515625;-22.9186605;-42.4744431
2020-05-17 20:14:36.000;0;9.805908203125;2.787841796875;-22.9186605;-42.4744431
2020-05-17 20:14:36.100;0;9.805908203125;2.787841796875;-22.9186605;-42.4744431
2020-05-17 20:14:36.200;0;9.202560424804688;2.8141632080078125;-22.9186605;-42.4744431
2020-05-17 20:14:36.300;0;9.40606689453125;2.699249267578125;-22.9186605;-42.4744431
2020-05-17 20:14:36.400;0;9.1187744140625;2.9458465576171875;-22.9186605;-42.4744431
2020-05-17 20:14:36.500;0;9.1187744140625;2.9458465576171875;-22.9186605;-42.4744431
2020-05-17 20:14:36.600;0;9.463531494140623;3.058380126953125;-22.9186605;-42.4744431
2020-05-17 20:14:36.700;0;9.31988525390625;3.652145385742188;-22.9186605;-42.4744431
2020-05-17 20:14:36.800;0;8.67584228515625;3.848464965820313;-22.9186605;-42.4744431
2020-05-17 20:14:36.900;0;9.188201904296877;3.5037078857421875;-22.9186605;-42.4744431
2020-05-17 20:14:37.000;0;8.841033935546875;3.2259674072265625;-22.9186605;-42.4744431
2020-05-17 20:14:37.100;0;9.291152954101562;2.816558837890625;-22.9186605;-42.4744431
2020-05-17 20:14:37.200;0;8.714141845703125;3.427093505859375;-22.9186605;-42.4744431
2020-05-17 20:14:37.300;0;8.819488525390625;3.881988525390625;-22.9186605;-42.4744431
2020-05-17 20:14:37.400;0;8.987091064453125;2.744735717773437;-22.9186605;-42.4744431
2020-05-17 20:14:37.500;0;9.262420654296877;2.5915069580078125;-22.9186605;-42.4744431
2020-05-17 20:14:37.600;0;9.262420654296877;2.5915069580078125;-22.9186605;-42.4744431
2020-05-17 20:14:37.700;0;8.869766235351562;3.86761474609375;-22.9186605;-42.4744431
2020-05-17 20:14:37.800;0;8.869766235351562;3.86761474609375;-22.9186605;-42.4744431
2020-05-17 20:14:37.900;0;9.305511474609377;2.878814697265625;-22.9186605;-42.4744431
2020-05-17 20:14:38.000;0;9.662246704101562;3.4007568359375;-22.9186605;-42.4744431
2020-05-17 20:14:38.100;0;9.662246704101562;3.4007568359375;-22.9186605;-42.4744431
2020-05-17 20:14:38.200;0;9.30072021484375;2.878814697265625;-22.9186605;-42.4744431
2020-05-17 20:14:38.300;0;8.790756225585938;3.757492065429688;-22.9186605;-42.4744431
2020-05-17 20:14:38.400;0;8.790756225585938;3.757492065429688;-22.9186605;-42.4744431
2020-05-17 20:14:38.500;0;9.365371704101562;3.50848388671875;-22.9186605;-42.4744431
2020-05-17 20:14:38.600;0;8.757247924804688;4.24591064453125;-22.9186605;-42.4744431
2020-05-17 20:14:38.700;0;8.757247924804688;4.24591064453125;-22.9186605;-42.4744431
2020-05-17 20:14:38.800;0;9.272003173828123;3.786209106445313;-22.9186605;-42.4744431
2020-05-17 20:14:38.900;0;9.272003173828123;3.786209106445313;-22.9186605;-42.4744431
2020-05-17 20:14:39.000;0;9.224105834960938;3.142181396484375;-22.9186605;-42.4744431
2020-05-17 20:14:39.100;0;9.872940063476562;3.1302032470703125;-22.9186605;-42.4744431
2020-05-17 20:14:39.200;0;9.370162963867188;4.0759124755859375;-22.9186605;-42.4744431
2020-05-17 20:14:39.300;0;9.092437744140623;3.745513916015625;-22.9186605;-42.4744431
2020-05-17 20:14:39.400;0;9.377334594726562;3.0871124267578125;-22.9186605;-42.4744431
2020-05-17 20:14:39.500;0;9.377334594726562;3.0871124267578125;-22.9186605;-42.4744431
2020-05-17 20:14:39.600;0;9.441986083984377;3.134994506835937;-22.9186605;-42.4744431
